kappa,epsilon,objective,family,seeds,forward_kl_mean,forward_kl_sd,reverse_kl_mean,reverse_kl_sd,heldout_nll_mean,heldout_nll_sd,tail_probability_mean,tail_probability_sd,tail_calibration_absolute_error_mean,tail_calibration_absolute_error_sd,central_calibration_absolute_error_mean,central_calibration_absolute_error_sd,joint_mass_calibration_absolute_error_mean,joint_mass_calibration_absolute_error_sd,theta_q50_rad_mean,theta_q50_rad_sd,theta_q90_rad_mean,theta_q90_rad_sd,theta_q99_rad_mean,theta_q99_rad_sd,fitted_local_curvature_mean,fitted_local_curvature_sd,location_cosine_mean,location_cosine_sd
20,0.1,forward_kl,vmf,3,0.21220352698404574,0.0005264699988583712,0.09656613406347159,0.000316403816347622,-13.006902205281298,0.003618747677446762,0.0021970000428458056,4.028643126591968e-05,0.04810666649912795,3.164226027886197e-05,1.999999957054873e-06,2.6457512399303323e-06,0.048108666499085,3.332009182233486e-05,1.1200833357596005,0.000227243851625096,1.3154242628457042,0.0002488129271903338,1.4840329255996363,0.00034947082167651855,17.09383834013651,0.003565171565255896,0.9999960276089704,9.507537640330898e-07
20,0.1,reverse_kl,powerspherical,3,0.4679649501975783,0.0008910050687260147,0.0922767837293385,0.00017222288895484092,-12.751140782067765,0.00401569904390971,9.499999820642795e-05,1.4730920651243739e-05,0.05020866654376732,3.0859073593378296e-05,1.6666666245631252e-06,5.773502349134185e-07,0.05021033321039189,3.1213506969316775e-05,1.0791638677531845,0.0004113676307204637,1.2470038216561912,0.0004099046786806614,1.3859556118151222,0.0002171056166567361,14.012513835471994,0.00929614222968336,0.9999960188289861,1.0066650820509795e-06
20,0.1,reverse_kl,spcauchy,3,0.15227312987939223,0.0006358951267767846,0.05488210332197787,0.00028757377771418543,-13.066832602385949,0.0036331988593938727,0.00266333327939113,4.804512814445353e-05,0.04764033326258262,6.429898038156073e-06,4.6666668064669165e-06,4.725815546160838e-06,0.04764499992938909,1.0536054286760717e-05,1.0837799449714896,0.000267385397865124,1.296210034792642,0.0004529237527813622,1.4847459117847766,0.0013779612257490972,28.165975474988326,0.025142964004229596,0.9999967285455277,3.87386033475222e-07
20,0.1,reverse_kl,vmf,3,0.25217938024856773,0.0007645354339390953,0.06791090834226643,2.050393395977535e-05,-12.966926352016776,0.004423385156699222,0.0007666666642762721,1.0116003834897656e-05,0.049536999877697475,5.139012998639265e-05,3.666666619513611e-06,1.5275251037528074e-06,0.04954066654431699,5.2813624048569145e-05,1.0796017900195551,0.0002456804222733587,1.2686083491583133,0.0001425772742781105,1.4322229752535138,0.0007832753054618887,19.270312527169008,0.017572286569289254,0.99999607558389,9.222431532350346e-07
20,0.2,forward_kl,powerspherical,3,0.6340023671480449,0.0017596823441829235,0.3481819752446171,0.0007173779207989408,-12.02693345886595,0.0015617355003781808,0.00437133340165019,8.615287575390301e-05,0.09557366790249944,9.033182407778484e-05,1.6666666624587378e-06,2.0816659942104314e-06,0.0955753345691619,9.017673594338447e-05,1.1944090196578214,0.00012410052660510006,1.3775286756176073,0.00019001175334385702,1.5281028267524206,0.0005591774271002834,9.106798595038883,0.004022182776715336,0.9999940877096648,1.4747092420498607e-06
20,0.2,forward_kl,spcauchy,3,0.29740765431026966,0.001156928696861861,0.17288958272463506,0.000429433849409354,-12.363528171703726,0.0011518849398381857,0.009161333243052164,0.00016144475657695197,0.09078366806109746,0.0002885982079194289,1.9999999949504854e-06,1.7320508031958694e-06,0.09078566806109241,0.0002869580660603621,1.1558267643687294,0.0001986854242950039,1.3740501682604105,0.00043238203661390026,1.5647100589883634,0.001329969227611852,21.630192183672136,0.019299138023559547,0.9999952663266746,8.306574688102131e-07
20,0.2,forward_kl,vmf,3,0.40135590874568733,0.0013255846023299746,0.23647216669460902,0.0006498383483346851,-12.259579917268306,0.0012516615893772899,0.007088000110040109,0.00012233974332463045,0.09285700119410951,0.00027591192704439085,1.6666666624587378e-06,2.0816659942104314e-06,0.09285866786077197,0.0002749776913215802,1.1722221352459312,0.00015882756339846252,1.3751329424776575,7.26955947919151e-05,1.5492511930559356,0.000982444065185222,14.544993775509079,0.0047174259799794,0.9999948145431511,9.066344828879241e-07
20,0.2,reverse_kl,powerspherical,3,0.9646225917876939,0.003386468662702565,0.1871761245346164,0.00025295386840638374,-11.6963132342263,0.0034498169242724018,0.00013933333199626455,1.3868430047848696e-05,0.09980566797215336,0.0001691843250417192,1.3333332920713776e-06,5.773503005505224e-07,0.09980700130544544,0.00016905029902696065,1.0882368436621774,0.0004245903230431625,1.2573010195411758,0.00045404114147067954,1.3972469560324259,0.0003138876690274682,13.568067294342129,0.009244580337951011,0.9999958953371836,1.049679775679224e-06
20,0.2,reverse_kl,spcauchy,3,0.358537411787703,0.0018265586246913397,0.12599985727005394,0.0004572071937138902,-12.30239841422629,0.0017239420492176916,0.003477000010510286,0.00010282516617267488,0.09646800129363935,0.00025328162697514157,4.0000001035878086e-06,3.605551487078237e-06,0.09647200129374293,0.00025683956458722525,1.098256080022348,0.0002711779984220615,1.3119516034410406,0.0004719624253574095,1.5010158612253548,0.0013941865171840967,26.74778808075452,0.02582842113399107,0.9999965409286938,4.0326586613320665e-07
20,0.2,reverse_kl,vmf,3,0.5575184646739996,0.00027650464956247337,0.15191535470415996,7.43191805251152e-05,-12.103417361339995,0.0010080074635032508,0.0010436666586125891,1.3613756672533323e-05,0.09890133464553703,0.00016180354180529496,2.6666666599339806e-06,1.5275252277953162e-06,0.09890400131219697,0.0001604994095175971,1.0906519132557415,0.00022398806873310154,1.2814348944271616,0.00014600736523338648,1.4463640385902543,0.000715366230676012,18.65600860256875,0.02094175172893747,0.999995872356997,9.19085219388271e-07
