backward_iqr_s,backward_max_s,backward_mean_s,backward_median_s,backward_min_s,backward_std_s,batch_size,benchmark,device,dim,direct_backend_requested,direct_backend_resolved,dtype,error_message,failure_type,family,forward_iqr_s,forward_max_s,forward_mean_s,forward_median_s,forward_min_s,forward_std_s,kappa,kl_autograd_route,kl_iqr_s,kl_mean_s,kl_median_s,kl_std_s,laplace_backend_requested,laplace_backend_resolved,loss_construction_iqr_s,loss_construction_mean_s,loss_construction_median_s,loss_construction_std_s,measure_iters,method,nan_or_inf_grad,nan_or_inf_loss,parameter_iqr_s,parameter_mean_s,parameter_median_s,parameter_std_s,peak_cuda_memory_bytes,power_exponent,repeat_total_medians_s,repeats,retained_correction_terms,rho,runtime_error,sampling_iqr_s,sampling_mean_s,sampling_median_s,sampling_std_s,seed,success,timeout_hit,timeout_s,total_iqr_s,total_max_s,total_mean_s,total_median_s,total_min_s,total_std_s,warmup_iters
7.736292900517583e-06,0.0007532660383731127,0.00042562612053006886,0.0004187949816696346,0.0004098470089957118,2.6578604207868354e-05,128,runtime,cpu,16,auto,horner_reference,float32,,,spcauchy,6.338930688798428e-06,0.0006623349618166685,0.000410439788363874,0.0004024124937132001,0.00039687403477728367,2.6429849340268307e-05,10.0,reference_term_graph,1.4265533536672592e-06,0.0001539949681609869,0.00015021453145891428,1.3221157555996513e-05,auto,,2.662418410181999e-07,1.4004858676344157e-05,1.3724027667194605e-05,2.7183779174145823e-06,50,spcauchy_direct_autograd,False,False,5.512556526809931e-07,5.182712152600288e-05,5.1195500418543816e-05,3.4169514092057463e-06,,,0.000824987073429;0.000822436064482;0.000822940957732;0.000821620924398;0.000821396009997,5,7,0.20871215252208,False,1.934211468324065e-06,0.00019061284000054002,0.00018640694906935096,1.3798236518688838e-05,0,True,False,5.0,2.951142960228026e-05,0.0014156010001897812,0.0008360659088939428,0.000822363537736237,0.0008123728912323713,4.6956830072881404e-05,10
7.16632348485291e-06,0.0018285110127180815,0.0016507355798967183,0.001649775542318821,0.0016375980339944363,1.2765224602518373e-05,128,runtime,cpu,16,auto,,float32,,,vmf,8.330738637596369e-06,0.0021526149939745665,0.002095383422449231,0.002094244002364576,0.0020799239864572883,7.326872034473764e-06,10.0,native,6.645190296694636e-06,0.0006011113282293081,0.0006018584244884551,3.935114334148212e-06,auto,,3.019522409886122e-07,1.7614531796425582e-05,1.751497620716691e-05,7.509783509583103e-07,50,vmf_official,False,False,7.256749086081982e-07,6.592088099569082e-05,6.567401578649879e-05,1.881981993526325e-06,,,0.00374353816733;0.00374219706282;0.00374924717471;0.00374039309099;0.00374933099374,5,,,False,8.29232158139348e-06,0.0014107366814278067,0.001409841061104089,6.844100614609506e-06,0,True,False,5.0,1.244820305146277e-05,0.003981126006692648,0.0037461190023459494,0.003744097542949021,0.0037289028987288475,1.7597366061270534e-05,10
1.751701347529888e-05,0.0015290549490600824,0.0014745958806015552,0.0014764859806746244,0.0014528630999848247,1.093959128571192e-05,128,runtime,cpu,16,auto,,float32,,,vmf,2.0314037101343274e-05,0.0027483029989525676,0.0025594941759482025,0.002558867505285889,0.0025237289955839515,1.86504892861621e-05,10.0,native,2.0677747670561075e-05,0.0010590430363081396,0.0010585480486042798,1.2056500278637367e-05,auto,,3.084714990109205e-07,1.7010353971272708e-05,1.6952515579760075e-05,6.362429291403968e-07,50,vmf_robust,False,False,8.992792572826147e-07,7.169464975595474e-05,7.20059615559876e-05,2.988696320931998e-06,,,0.0040325820446;0.00402409676462;0.00403066817671;0.00404035393149;0.00403290195391,5,,,False,7.308524800464511e-06,0.0014117461359128356,0.001410536002367735,1.4261111804945684e-05,0,True,False,5.0,2.6072229957208037e-05,0.004214350017718971,0.004034090056549758,0.004032741999253631,0.0039906200254336,2.110942543162766e-05,10
7.0872483775019646e-06,0.0006896969862282276,0.0005450520846061409,0.0005400190129876137,0.0005320890340954065,1.7201288666521266e-05,128,runtime,cpu,16,auto,,float32,,,powerspherical,6.284972187131643e-06,0.0006521400064229965,0.0005867513171397149,0.0005828460562042892,0.0005721210036426783,1.4151338581418235e-05,10.0,native,1.1197116691619158e-06,0.00010705838073045015,0.00010530499275773764,6.27490494317677e-06,auto,,4.0011946111917496e-07,1.3197828084230422e-05,1.3118493370711803e-05,5.262391811709465e-07,50,power_spherical,False,False,5.203473847359419e-07,5.399731546640396e-05,5.327601684257388e-05,3.5117025992886802e-06,,20.0,0.00112100190017;0.00112092902418;0.00112100702245;0.00112179899588;0.00111977406777,5,,,False,6.007961928844452e-06,0.0004124977928586304,0.0004081500228494406,1.1903976095573134e-05,0,True,False,5.0,3.1042087357491255e-05,0.0012675529578700662,0.0011318034017458558,0.0011210875236429274,0.0011129409540444613,2.3203442465348274e-05,10
6.573682185262442e-06,0.0005814899923279881,0.000344155493658036,0.0003367679310031235,0.0003326890291646123,2.28965084538008e-05,128,runtime,cpu,32,auto,vectorized,float32,,,spcauchy,1.1922791600227356e-05,0.0007922019576653838,0.000472438502125442,0.0004643445136025548,0.00045596598647534847,2.848849302035016e-05,10.0,custom_single_node,4.841451300308108e-06,0.00019786614226177334,0.00019258854445070028,1.4346708803153028e-05,auto,,4.1376915760338306e-07,1.5457442961633205e-05,1.537799835205078e-05,1.0320673205790242e-06,50,spcauchy_direct,False,False,5.389447323977947e-07,5.8147977571934464e-05,5.648902151733637e-05,6.648440220108723e-06,,,0.000833571073599;0.000800849986263;0.000802355003543;0.000802772003226;0.00079919397831,5,15,0.1238209295857914,False,5.360430805012584e-06,0.00020096693933010102,0.0001960964873433113,1.6806989027906873e-05,0,True,False,5.0,3.3429794711992145e-05,0.001129691954702139,0.000816593995783478,0.0008019999950192869,0.000790306949056685,3.814011643073456e-05,10
6.4202467910945415e-06,0.00040919799357652664,0.00034135392773896456,0.00033642101334407926,0.00033306796103715897,1.276221788981803e-05,128,runtime,cpu,32,auto,vectorized,float32,,,spcauchy,6.676826160401106e-06,0.0006379600381478667,0.000539795434102416,0.0005360575160011649,0.0005274750292301178,1.447519423830081e-05,10.0,custom_single_node,5.603767931461334e-06,0.00026784949610009787,0.00026477902429178357,8.620198566536573e-06,auto,,3.387685865163803e-07,1.5376552008092404e-05,1.5195982996374369e-05,1.4097544710004976e-06,50,spcauchy_direct_fixed,False,False,4.59462171420455e-07,5.7529419660568236e-05,5.652999971061945e-05,4.177621192975239e-06,,,0.000872934004292;0.000872162985615;0.00087218102999;0.000873700948432;0.000872706063092,5,4,0.1238209295857914,False,5.2241375669837e-06,0.0001990399663336575,0.0001957674976438284,9.801162005949644e-06,0,True,False,5.0,5.416659405454993e-06,0.0010398110607638955,0.0008811493618413806,0.0008726714877411723,0.0008627509232610464,2.1369005932835066e-05,10
6.279558874666691e-06,0.0004317190032452345,0.0003446738817729056,0.00033945200266316533,0.0003352719359099865,1.3117443340034211e-05,128,runtime,cpu,32,auto,,float32,,,spcauchy,6.1180617194622755e-06,0.0004685820313170552,0.00038826257176697253,0.0003832089714705944,0.00037772394716739655,1.395843842869061e-05,10.0,custom_single_node,9.245413821190596e-07,0.00011308724852278828,0.00011097645619884133,7.916345855140468e-06,auto,compiled,3.0547380447387695e-07,1.946307485923171e-05,1.9243452697992325e-05,1.8016923557545888e-06,50,spcauchy_laplace,False,False,4.334724508225918e-07,5.713367275893688e-05,5.637097638100386e-05,3.836219702397567e-06,,,0.000726054073311;0.000724824029021;0.000725487014279;0.000726114958525;0.000725977937691,5,,0.1238209295857914,False,1.8954742699861526e-06,0.00019857857562601567,0.0001955354819074273,9.648093245324817e-06,0,True,False,5.0,5.458539817482233e-06,0.0008552660001441836,0.0007329364535398782,0.0007258205441758037,0.0007152869366109371,1.9934246553659717e-05,10
7.598719093948603e-06,0.0007289390778169036,0.0005109710874967277,0.0005045125726610422,0.0004957839846611023,2.633937836561566e-05,128,runtime,cpu,32,auto,horner_reference,float32,,,spcauchy,6.596790626645088e-06,0.0010267079342156649,0.00048185281921178105,0.0004746285849250853,0.00046743894927203655,3.895570909734186e-05,10.0,reference_term_graph,4.619738319888711e-06,0.00020811794186010956,0.00020315253641456366,2.604199848635649e-05,auto,,2.765154931694269e-07,1.428393553942442e-05,1.3910001143813133e-05,2.240998549440856e-06,50,spcauchy_direct_autograd,False,False,8.227070793509483e-07,5.912140058353543e-05,5.8404519222676754e-05,5.014840831479362e-06,,,0.000977730960585;0.000976306037046;0.000976032926701;0.000975381000899;0.000978403957561,5,15,0.1238209295857914,False,4.035973688587546e-06,0.0002003295412287116,0.0001962335081771016,1.4792408454079416e-05,0,True,False,5.0,2.9808026738464832e-05,0.0015494129620492458,0.0009928239067085087,0.0009769164607860148,0.0009695240296423435,4.9556502071639103e-05,10
6.841437425464392e-06,0.0018694399623200297,0.0017550137406215072,0.0017543285503052175,0.00174066296312958,9.495078867215343e-06,128,runtime,cpu,32,auto,,float32,,,vmf,1.0146992281079292e-05,0.0022826249478384852,0.0021658560568466783,0.00216483703115955,0.0021487849298864603,1.0920425052425246e-05,10.0,native,6.515037966892123e-06,0.0006468294761143625,0.0006469520158134401,6.5026146161220234e-06,auto,,3.5928678698837757e-07,1.808650093153119e-05,1.7951999325305223e-05,1.0672002005988716e-06,50,vmf_official,False,False,9.835930541157722e-07,7.357040559872984e-05,7.351156091317534e-05,2.0318195444446143e-06,,,0.00392135977745;0.00391509290785;0.00391791388392;0.00391999818385;0.00392035394907,5,,,False,1.0543764801695943e-05,0.0014273696742020548,0.0014266319340094924,8.114763380043325e-06,0,True,False,5.0,1.4391669537872076e-05,0.0040844460017979145,0.003920869797468186,0.003918631991837174,0.003896102076396346,1.647748836819007e-05,10
1.6100762877613306e-05,0.0014073950005695224,0.0013827413041144609,0.0013844569330103695,0.0013616590294986963,1.0039011578118598e-05,128,runtime,cpu,32,auto,,float32,,,vmf,2.1139741875231266e-05,0.002506052958779037,0.0024656433230265977,0.002464214456267655,0.002429795917123556,1.4264330970321419e-05,10.0,native,2.0504696294665337e-05,0.0009438464804552495,0.000942168990150094,1.1525116968444285e-05,auto,,2.8155045583844185e-07,1.740356255322695e-05,1.7273472622036934e-05,8.438023898097294e-07,50,vmf_robust,False,False,5.667359801009297e-06,7.593902293592691e-05,7.406150689348578e-05,3.780733733947277e-06,,,0.00384677201509;0.00384517014027;0.00384348700754;0.00384629610926;0.00385425006971,5,,,False,8.957053069025278e-06,0.001428454257082194,0.0014283410273492336,6.598884780448563e-06,0,True,False,5.0,2.5544577511027455e-05,0.00388839200604707,0.0038483846271410585,0.0038485429831780493,0.0038053980097174644,1.712461516857877e-05,10
7.242750143632293e-06,0.0006434529786929488,0.0005585601292550564,0.000553214515093714,0.000544448965229094,1.5485965907704892e-05,128,runtime,cpu,32,auto,,float32,,,powerspherical,6.259768269956112e-06,0.0006910189986228943,0.0006044755126349628,0.0006008739583194256,0.0005895979702472687,1.4112351996572882e-05,10.0,native,1.0695075616240501e-06,0.0001072307163849473,0.00010555790504440665,5.865660172390237e-06,auto,,3.154564183205366e-07,1.370560983195901e-05,1.3518030755221844e-05,1.7445159749786772e-06,50,power_spherical,False,False,7.345806807279587e-07,5.941484309732914e-05,5.88555121794343e-05,2.4814552414140416e-06,,20.0,0.00114815996494;0.00115005008411;0.00115300901234;0.0011552979704;0.00115442997776,5,,,False,5.91450952924788e-06,0.0004241243433207273,0.0004197640810161829,1.2099521571513288e-05,0,True,False,5.0,3.17595258820802e-05,0.0012660250067710876,0.0011630356418900192,0.001153033459559083,0.0011416049674153328,2.1244367739025614e-05,10
6.589834811165929e-06,0.0006124129286035895,0.00037322116550058125,0.0003678745124489069,0.00036284199450165033,1.9472050071416322e-05,128,runtime,cpu,64,auto,vectorized,float32,,,spcauchy,6.084999768063426e-06,0.0009690520819276571,0.0005451136231422424,0.0005402034730650485,0.0005330069689080119,2.9587542026244017e-05,10.0,custom_single_node,5.385983968153596e-06,0.00024004039354622364,0.00023690250236541033,8.058600091487711e-06,auto,,4.7171488404273987e-07,1.5866632573306562e-05,1.5693018212914467e-05,1.724622647907807e-06,50,spcauchy_direct,False,False,5.537294782698154e-07,7.007201202213764e-05,6.884854519739747e-05,6.239554727863643e-06,,,0.000907415058464;0.000906481989659;0.000908812973648;0.000907381996512;0.000907371984795,5,31,0.0688175240836302,False,4.01597935706377e-06,0.0002191345850005746,0.0002151599619537592,2.1747846149844985e-05,0,True,False,5.0,4.405243089422584e-06,0.0013369760708883405,0.0009183347886428237,0.0009075534762814641,0.0008992060320451856,3.619034678648162e-05,10
5.8310688473284245e-06,0.00042560300789773464,0.00037073946837335825,0.0003672344610095024,0.0003633649321272969,9.593562497818158e-06,128,runtime,cpu,64,auto,vectorized,float32,,,spcauchy,6.288290023803711e-06,0.000652396003715694,0.0005693845837377012,0.0005643764743581414,0.0005566190229728818,1.4881431672191082e-05,10.0,custom_single_node,5.746202077716589e-06,0.0002642920818179846,0.00026057404465973377,8.71522308597122e-06,auto,,2.9319198802113533e-07,1.630082353949547e-05,1.5644473023712635e-05,3.4751595828372848e-06,50,spcauchy_direct_fixed,False,False,5.560577847063541e-07,7.009171368554235e-05,6.894796388223767e-05,4.615451769466006e-06,,,0.000931142945774;0.00093142001424;0.000930999987759;0.000931472051889;0.000932082068175,5,3,0.0688175240836302,False,5.086709279567003e-06,0.00021869996469467878,0.00021512992680072784,9.3091685136059e-06,0,True,False,5.0,1.0666291927918792e-05,0.0010190029861405492,0.0009401240521110595,0.0009315144852735102,0.000924600986763835,1.8095945283772175e-05,10
7.009250111877918e-06,0.0004368969239294529,0.0003789276359602809,0.000372416980098933,0.00036755797918885946,1.4567458668543558e-05,128,runtime,cpu,64,auto,,float32,,,spcauchy,5.765730747953057e-06,0.0004755639238283038,0.00042121218610554934,0.0004174030036665499,0.00041247601620852947,1.122224674191561e-05,10.0,custom_single_node,8.998322300612926e-07,0.00011257411586120725,0.00011153850937262177,4.172967583248479e-06,auto,compiled,3.172608558088541e-07,2.0188499707728623e-05,1.9970000721514225e-05,1.8009792584767907e-06,50,spcauchy_laplace,False,False,5.268375389277935e-07,7.037087809294462e-05,6.903603207319975e-05,5.4107861561326234e-06,,,0.000790133024566;0.000792664010078;0.000796449021436;0.000792129081674;0.000791111029685,5,,0.0688175240836302,False,2.4820619728416204e-06,0.00021807869244366883,0.00021562998881563544,8.002668469261048e-06,0,True,False,5.0,1.659669214859605e-05,0.0008765250677242875,0.0008001398220658302,0.0007922420045360923,0.0007827749941498041,1.8060235556032138e-05,10
7.375696441158652e-06,0.0012032679514959455,0.0006919355201534927,0.000684173486661166,0.0006732880137860775,3.6418363326988784e-05,128,runtime,cpu,64,auto,horner_reference,float32,,,spcauchy,6.4592750277370214e-06,0.0009091910906136036,0.0006242411490529775,0.0006167884566821158,0.0006076530553400517,3.118378204984736e-05,10.0,reference_term_graph,5.954294465482235e-06,0.00031621460663154723,0.00031185848638415337,1.762286005035627e-05,auto,,2.8050271794199944e-07,1.4770907815545797e-05,1.4574965462088585e-05,1.534597273345178e-06,50,spcauchy_direct_autograd,False,False,5.196488928049803e-07,7.2745474986732e-05,7.117702625691891e-05,9.343971674514841e-06,,,0.00130065309349;0.00130052003078;0.00129748391919;0.001302874065;0.00129980302881,5,31,0.0688175240836302,False,5.261448677629232e-06,0.00022051015961915255,0.00021633744472637773,1.0333323828294975e-05,0,True,False,5.0,3.206977271474898e-05,0.0020953440107405186,0.0013161766692064703,0.0013004460488446057,0.0012875850079581141,5.9463081736390933e-05,10
7.899478077888489e-06,0.0014277170412242413,0.0013950724485330284,0.0013945685350336134,0.0013834680430591106,6.026830830243442e-06,128,runtime,cpu,64,auto,,float32,,,vmf,6.793794455006719e-06,0.002040400984697044,0.002018033400643617,0.002017728518694639,0.002001147950068116,5.927914263130756e-06,10.0,native,7.449969416484237e-06,0.00045753089152276516,0.0004571694880723953,3.995740721572376e-06,auto,,3.179593477398157e-07,1.837319042533636e-05,1.833349233493209e-05,5.996210063943501e-07,50,vmf_official,False,False,7.312046363949776e-07,8.74811108224094e-05,8.706498192623258e-05,1.7903330261811282e-06,,,0.00341172982007;0.0034192870371;0.00341235497035;0.00341269606724;0.00340861687437,5,,,False,7.650436600670218e-06,0.001454648207873106,0.0014544744626618922,5.858760287608494e-06,0,True,False,5.0,1.1149997590109706e-05,0.0034427130594849586,0.0034131058491766453,0.003412369464058429,0.0033911330392584205,8.992453150016462e-06,10
1.7513957573100924e-05,0.0015138010494410992,0.0013700694655999542,0.0013710730127058923,0.0013480739435181022,1.436200355650486e-05,128,runtime,cpu,64,auto,,float32,,,vmf,2.211003447882831e-05,0.0026089720195159316,0.0024510917346924543,0.002449986001010984,0.0024193839635699987,1.835880326584196e-05,10.0,native,2.1765183191746473e-05,0.0008883432266302407,0.0008876139763742685,1.2393817393805585e-05,auto,,3.0166120268404484e-07,1.7963940277695654e-05,1.7869460862129927e-05,8.080757397051224e-07,50,vmf_robust,False,False,1.4575489331036806e-06,8.931396994739771e-05,8.859398076310754e-05,2.6621791954178855e-06,,,0.00381191913038;0.00383129692636;0.0038175447844;0.00381699809805;0.00381518201903,5,,,False,7.605267455801368e-06,0.0014554705978371202,0.0014541439595632255,1.1725974202935059e-05,0,True,False,5.0,2.3429194698110223e-05,0.004009630996733904,0.0038211612002924085,0.003818414523266256,0.0037831170484423637,2.4642249401211474e-05,10
6.99970405548811e-06,0.0006663680542260408,0.0005847968384623528,0.0005808630376122892,0.0005705900257453322,1.4032903886556166e-05,128,runtime,cpu,64,auto,,float32,,,powerspherical,6.045156624168158e-06,0.0007403130875900388,0.0006410437170416116,0.000635734002571553,0.0006242010276764631,1.6325725532872927e-05,10.0,native,1.1157244443893433e-06,0.00010797946993261576,0.00010650348849594593,5.714268054378944e-06,auto,,3.165623638778925e-07,1.4162585604935884e-05,1.4050980098545551e-05,1.0263458893031634e-06,50,power_spherical,False,False,6.126647349447012e-07,7.257972285151482e-05,7.184402784332633e-05,3.6399894651711346e-06,,20.0,0.00121546699665;0.00121475791093;0.00121463497635;0.00121648691129;0.00121520494577,5,,,False,6.339076207950711e-06,0.0004463219386525452,0.0004411404952406883,1.4087656169200964e-05,0,True,False,5.0,3.219227073714137e-05,0.0013172900071367621,0.0012258405555039644,0.0012158695026300848,0.0012046790216118097,2.0106298427264302e-05,10
5.843729013577104e-06,0.0004839160246774554,0.0004311583111993968,0.00042754499008879066,0.0004220979753881693,1.1161320837151983e-05,128,runtime,cpu,128,auto,compiled_horner_direct,float32,,,spcauchy,5.83208748139441e-06,0.0005361790535971522,0.0004995382279157638,0.0004971800372004509,0.00049094099085778,9.484789615817748e-06,10.0,custom_single_node,1.1452939361333847e-06,0.00012578593101352452,0.00012454448733478785,5.074436980656277e-06,auto,,2.899614628404379e-07,1.9927507732063533e-05,1.9760511349886656e-05,1.3593853851196325e-06,50,spcauchy_direct,False,False,6.329792086035013e-07,9.576268587261438e-05,9.466544725000858e-05,4.177409440566055e-06,,,0.000923436949961;0.000923310988583;0.000925390981138;0.000926462002099;0.000926701002754,5,63,0.036545092839805476,False,3.23730637319386e-06,0.0002580621032975614,0.00025588145945221186,6.879369019225145e-06,0,True,False,5.0,3.939901944249868e-06,0.0009920549346134067,0.0009306965391151607,0.0009254034957848489,0.000916423974558711,1.4093633385221748e-05,10
6.307731382548809e-06,0.0005331310676410794,0.00043063198775053024,0.00042560399742797017,0.00041999993845820427,1.3586179928602542e-05,128,runtime,cpu,128,auto,vectorized,float32,,,spcauchy,6.1170721892267466e-06,0.0010549749713391066,0.0006373944347724318,0.000631364993751049,0.0006234169704839587,3.0137453557175876e-05,10.0,custom_single_node,5.800218787044287e-06,0.00026572690065950155,0.00026097154477611184,2.0515442772393425e-05,auto,,4.569592420011759e-07,1.617422653362155e-05,1.591601176187396e-05,1.971284868385123e-06,50,spcauchy_direct_fixed,False,False,5.847250577062368e-07,9.599164733663201e-05,9.467249037697911e-05,4.786861186369138e-06,,,0.00105565506965;0.00105687300675;0.00105717009865;0.00105736404657;0.00105632399209,5,3,0.036545092839805476,False,5.037029040977359e-06,0.00025950166024267676,0.0002561309956945479,1.0692575943513676e-05,0,True,False,5.0,1.5689030988141894e-05,0.001588106038980186,0.001068026422522962,0.0010568795260041952,0.0010515640024095774,3.772511674991535e-05,10
6.28348789177835e-06,0.0005321910139173269,0.0004337549936026335,0.0004279519780538976,0.0004234460648149252,1.5045994505561698e-05,128,runtime,cpu,128,auto,,float32,,,spcauchy,6.334797944873571e-06,0.0007186729926615953,0.0004912834675051272,0.00048663251800462604,0.0004790449747815728,2.116324340092715e-05,10.0,custom_single_node,9.662180673331022e-07,0.00011420311732217669,0.00011231901589781046,7.660763953740481e-06,auto,compiled,3.657187335193157e-07,2.0621939096599818e-05,2.0239967852830887e-05,2.0858947371749797e-06,50,spcauchy_laplace,False,False,5.892361514270306e-07,9.693996841087937e-05,9.461597073823214e-05,1.5841585347463025e-05,,,0.000916213029996;0.000913242110983;0.000913729076274;0.000912338029593;0.000914667034522,5,,0.036545092839805476,False,5.660549504682422e-06,0.0002595184426754713,0.00025585154071450233,9.261142865222838e-06,0,True,False,5.0,2.1007785107940435e-05,0.0011526390444487333,0.0009250384611077607,0.0009143364732153714,0.0009057949064299464,2.5235789798495e-05,10
3.0059280106797814e-05,0.001259470940567553,0.0010316173559986055,0.0010207294835709035,0.0010074799647554755,2.8839072574784015e-05,128,runtime,cpu,128,auto,horner_reference,float32,,,spcauchy,1.1717493180185556e-05,0.001285145990550518,0.0009140797057189047,0.0009026465122587979,0.0008917450904846191,3.300020548260446e-05,10.0,reference_term_graph,7.449270924553275e-06,0.0005374970575794578,0.0005303169600665569,2.7026853605323702e-05,auto,,3.1996751204133034e-07,1.5881677623838185e-05,1.5603494830429554e-05,1.8234670953315742e-06,50,spcauchy_direct_autograd,False,False,7.659546099603176e-07,0.00010009436774998904,9.842496365308762e-05,6.970707807880721e-06,,,0.00192648102529;0.00192346202675;0.00192251801491;0.00192652700935;0.00192980701104,5,63,0.036545092839805476,False,5.4790289141237736e-06,0.00026060660276561973,0.00025614554760977626,1.1789074589988688e-05,0,True,False,5.0,3.630018909461796e-05,0.002366584027186036,0.0019456970617175101,0.0019262720015831292,0.0019039600156247616,5.0558235896834563e-05,10
,,,,,,128,runtime,cpu,128,auto,,float32,Encountered NaN/Inf in loss or gradients.,non_finite,vmf,,,,,,,10.0,native,,,,,auto,,,,,,50,vmf_official,True,True,,,,,,,,5,,,False,,,,,0,False,False,5.0,,,,,,,10
