backward_iqr_s,backward_max_s,backward_mean_s,backward_median_s,backward_min_s,backward_std_s,batch_size,benchmark,device,dim,direct_backend_requested,direct_backend_resolved,dtype,error_message,failure_type,family,forward_iqr_s,forward_max_s,forward_mean_s,forward_median_s,forward_min_s,forward_std_s,kappa,kl_autograd_route,kl_iqr_s,kl_mean_s,kl_median_s,kl_std_s,laplace_backend_requested,laplace_backend_resolved,loss_construction_iqr_s,loss_construction_mean_s,loss_construction_median_s,loss_construction_std_s,measure_iters,method,nan_or_inf_grad,nan_or_inf_loss,parameter_iqr_s,parameter_mean_s,parameter_median_s,parameter_std_s,peak_cuda_memory_bytes,power_exponent,repeat_total_medians_s,repeats,retained_correction_terms,rho,runtime_error,sampling_iqr_s,sampling_mean_s,sampling_median_s,sampling_std_s,seed,success,timeout_hit,timeout_s,total_iqr_s,total_max_s,total_mean_s,total_median_s,total_min_s,total_std_s,warmup_iters
3.280502278357744e-05,0.0012740300735458732,0.0010077753346413375,0.001004993508104235,0.0009705689735710621,2.7356208914587947e-05,128,runtime,cpu,1024,auto,,float32,,,spcauchy,1.6396690625697374e-05,0.0021144190104678273,0.001966864704620093,0.0019670125329867005,0.0019279690459370613,1.6259322491178437e-05,10.0,custom_single_node,6.092508556321263e-06,0.00017174758529290557,0.00017111556371673942,5.509846938830506e-06,auto,compiled,6.962509360164404e-07,4.219680372625589e-05,4.207401070743799e-05,1.1278374025740774e-06,50,spcauchy_laplace,False,False,7.406692020595074e-06,0.0005465097855776548,0.0005476165097206831,9.12567065566331e-06,,,0.00297111901455;0.00296759605408;0.00296990713105;0.00297063309699;0.00297029898502,5,,0.004840384459446832,False,9.91721753962338e-06,0.0012064105300232768,0.001205281587317586,9.840230701983639e-06,0,True,False,5.0,3.4254277125000954e-05,0.003244366031140089,0.0029746400392614307,0.002970465982798487,0.0028985380195081234,3.399290704973468e-05,10
4.8636458814144135e-05,0.007632195018231869,0.006504563058260828,0.006493793509434909,0.006388655048795044,8.879249134837196e-05,128,runtime,cpu,1024,auto,horner_reference,float32,,,spcauchy,0.00019601627718657255,0.0063814830500632524,0.006025519886054099,0.00602832151344046,0.005857351003214717,0.00010890984703843014,10.0,reference_term_graph,4.02207369916141e-05,0.004303132844623178,0.004298930987715721,3.415180461989019e-05,auto,,5.466572474688292e-07,3.265008190646768e-05,3.240595106035471e-05,1.2151262867856731e-06,50,spcauchy_direct_autograd,False,False,6.483227480202913e-06,0.0005677987760864198,0.0005687165539711714,8.746916369548833e-06,,,0.0124422293156;0.0124863609672;0.0125166429207;0.0125658791512;0.0125860432163,5,511,0.004840384459446832,False,0.00019028331735171378,0.0011219381834380328,0.0010625069844536483,9.64719367124046e-05,0,True,False,5.0,0.00020028059952892363,0.013840129016898572,0.012530082944314926,0.012536518974229693,0.012313605984672904,0.00015231554445636726,10
,,,,,,128,runtime,cpu,1024,auto,,float32,Encountered NaN/Inf in loss or gradients.,non_finite,vmf,,,,,,,10.0,native,,,,,auto,,,,,,50,vmf_official,True,True,,,,,,,,5,,,False,,,,,0,False,False,5.0,,,,,,,10
3.9161910535767674e-05,0.0017553960205987096,0.0016716963732615114,0.00166683504357934,0.0016243780264630914,2.622917641072714e-05,128,runtime,cpu,1024,auto,,float32,,,vmf,1.8950231606140733e-05,0.0037288590101525187,0.003612904232926667,0.003608989471103996,0.0035596690140664577,2.1655274892415893e-05,10.0,native,7.201975677162409e-06,0.0006755118113942444,0.0006749749882146716,7.211309874206052e-06,auto,,6.735208444297314e-07,3.350715897977352e-05,3.3096468541771173e-05,2.003000774347497e-06,50,vmf_robust,False,False,5.7875586207956076e-06,0.0005454242816194892,0.0005441535031422973,8.561664010520169e-06,,,0.00528124906123;0.00527578499168;0.0052741849795;0.00527546182275;0.00528376176953,5,,,False,1.558498479425907e-05,0.0023584609809331595,0.0023566565359942615,1.6264870917870372e-05,0,True,False,5.0,4.5212480472400784e-05,0.005439157015644014,0.005284600606188178,0.005278980068396777,0.005225074011832476,3.523491419224436e-05,10
3.118498716503382e-05,0.001466555055230856,0.0013207771186716855,0.001313894463237375,0.001280670054256916,2.3575415117269742e-05,128,runtime,cpu,1024,auto,,float32,,,powerspherical,2.038973616436124e-05,0.0025159629294648767,0.0023285614266060294,0.0023254805128090084,0.0022936559980735183,2.5516304270352208e-05,10.0,native,2.5717599783092737e-06,0.00014768080366775392,0.00014644797192886472,3.916680680209133e-06,auto,,5.540496204048395e-07,3.330893581733108e-05,3.312644548714161e-05,1.086398639222953e-06,50,power_spherical,False,False,1.960329245775938e-05,0.0005526680168695748,0.0005563534796237946,1.1309197391200392e-05,,20.0,0.00364064797759;0.00364013388753;0.00363449007273;0.00365151907317;0.00365092093125,5,,,False,1.1960568372160196e-05,0.0015949036702513695,0.0015913689858280122,1.9084600775152698e-05,0,True,False,5.0,3.468894283287227e-05,0.003962378017604351,0.0036493385452777147,0.0036451309570111334,0.003595195012167096,4.119070591703208e-05,10
5.705241346731782e-05,0.00152882793918252,0.0014378088931553065,0.0014375270693562925,0.0013547129929065704,3.849998820309197e-05,128,runtime,cpu,2048,auto,compiled_horner_direct,float32,,,spcauchy,4.045554669573903e-05,0.0033319740323349833,0.0031977982046082617,0.0031928889802657068,0.003139439970254898,3.075846897057531e-05,10.0,custom_single_node,7.075199391692877e-06,0.00036046400386840105,0.0003590980195440352,5.960155554193517e-06,auto,,1.2567616067826748e-06,4.6359144151210785e-05,4.588195588439703e-05,2.3265426474973166e-06,50,spcauchy_direct,False,False,1.9452301785349846e-05,0.0010124682704918087,0.0010073695448227227,1.2722371018590736e-05,,,0.00471092388034;0.00465100305155;0.00462563009933;0.00459603313357;0.00459500774741,5,1023,0.00243073871777033,False,2.440551179461181e-05,0.001778506786096841,0.0017758940230123699,2.07196597324e-05,0,True,False,5.0,8.472002809867263e-05,0.004783482989296317,0.004635607097763568,0.00463121454231441,0.004512525978498161,5.920736077849186e-05,10
2.264627255499363e-05,0.0016781840240582824,0.0014576728316023945,0.0014512775815092027,0.0014098079409450293,3.58108023154266e-05,128,runtime,cpu,2048,auto,vectorized,float32,,,spcauchy,3.7779565900564194e-05,0.003673536004498601,0.0032664389116689565,0.0032572789932601154,0.0032049850560724735,5.105141970138868e-05,10.0,custom_single_node,8.551462087780237e-06,0.00043831308651715516,0.000436010945122689,1.5433020333301306e-05,auto,,7.929629646241665e-07,3.702880023047328e-05,3.650051075965166e-05,2.8782627235588736e-06,50,spcauchy_direct_fixed,False,False,2.005175338126719e-05,0.0010123515678569675,0.001004586461931467,2.133832098448047e-05,,,0.00468835420907;0.00469756312668;0.00473363418132;0.00472970306873;0.00471553299576,5,2,0.00243073871777033,False,2.7311296435073018e-05,0.0017787454570643603,0.00177475850796327,3.025904840888187e-05,0,True,False,5.0,4.3844920583069324e-05,0.005189685034565628,0.004724111743271351,0.0047069930005818605,0.00463997304905206,7.105685936138918e-05,10
1.8783932318910956e-05,0.0016629029996693134,0.0013944414248690008,0.0013910530251450837,0.0013560530496761203,2.8155806969078806e-05,128,runtime,cpu,2048,auto,,float32,,,spcauchy,3.250202280469239e-05,0.0032280939631164074,0.0030703850430436434,0.0030681369826197624,0.003025511046871543,2.588426587779207e-05,10.0,custom_single_node,5.144538590684533e-06,0.00023386514512822033,0.00023234396940097213,5.446921956389253e-06,auto,compiled,9.910145308822393e-07,4.680766211822629e-05,4.66269557364285e-05,1.405720484760455e-06,50,spcauchy_laplace,False,False,1.943498500622809e-05,0.0010103008272126317,0.0010040435590781271,1.392889296798637e-05,,,0.00446399394423;0.00446343515068;0.00446454202756;0.00445152213797;0.00445891683921,5,,0.00243073871777033,False,2.0759965991601348e-05,0.001779411408584565,0.0017786685493774712,1.8439454839380577e-05,0,True,False,5.0,3.926007775589824e-05,0.004745105979964137,0.004464826467912644,0.004461909527890384,0.0043971489649266005,3.846466913185018e-05,10
0.00018196567543782294,0.01818763604387641,0.012673392982222139,0.012601518945302814,0.012381400913000107,0.00038456751521173286,128,runtime,cpu,2048,auto,horner_reference,float32,,,spcauchy,9.664500248618424e-05,0.014758490957319736,0.01168350022053346,0.01166278449818492,0.011481228051707149,0.00021095299886365662,10.0,reference_term_graph,8.330543641932309e-05,0.008763365279417484,0.008749088447075337,0.00011469881302512118,auto,,1.1657539289444685e-06,3.72683284804225e-05,3.637257032096386e-05,4.7276137591949445e-06,50,spcauchy_direct_autograd,False,False,1.9867962691932917e-05,0.0011029328517615795,0.0010949460556730628,4.86541463171575e-05,,,0.0242611896247;0.0241885501891;0.024225383997;0.0243188831955;0.024368589744,5,1023,0.00243073871777033,False,2.8117181500419974e-05,0.0017799337608739735,0.0017739834729582071,6.030291969382427e-05,0,True,False,5.0,0.00023466968559660017,0.030079668969847262,0.0243568932027556,0.024280038487631828,0.023947405046783388,0.00047830301685369294,10
,,,,,,128,runtime,cpu,2048,auto,,float32,Encountered NaN/Inf in loss or gradients.,non_finite,vmf,,,,,,,10.0,native,,,,,auto,,,,,,50,vmf_official,True,True,,,,,,,,5,,,False,,,,,0,False,False,5.0,,,,,,,10
3.648473648354411e-05,0.0020203610183671117,0.0018710196553729476,0.001868166495114565,0.0017969900509342551,2.9542805264562597e-05,128,runtime,cpu,2048,auto,,float32,,,vmf,2.6708788936957717e-05,0.0050448799738660455,0.0046342804110609,0.00463085895171389,0.004563667927868664,3.646801626970344e-05,10.0,native,6.666290573775768e-06,0.000689474314916879,0.0006896004779264331,6.54620780687259e-06,auto,,1.4211691450327635e-06,3.9202979300171136e-05,3.9068982005119324e-05,1.4819996821988362e-06,50,vmf_robust,False,False,1.697000698186457e-05,0.0010460753128863872,0.00104236148763448,1.60728979542469e-05,,,0.00649980083108;0.00650768727064;0.00650247186422;0.00650423578918;0.00648687127978,5,,,False,1.824606442824006e-05,0.0028595278039574624,0.002855942992027849,2.972545235072868e-05,0,True,False,5.0,4.4508458813652396e-05,0.007018635980784893,0.006505300066433847,0.006499737035483122,0.006400997051969171,5.142951217718621e-05,10
2.2410269593819976e-05,0.002087317989207804,0.001856161052826792,0.0018555764690972865,0.0018064950127154589,2.5081498628373894e-05,128,runtime,cpu,2048,auto,,float32,,,powerspherical,2.362125087529421e-05,0.0038584519643336535,0.0036786466338671743,0.0036759775248356164,0.00363135093357414,2.5751532171788334e-05,10.0,native,2.763321390375495e-06,0.00016547399060800672,0.0001643591094762087,4.010334367261121e-06,auto,,7.551279850304127e-07,3.6164744291454554e-05,3.5899458453059196e-05,1.3105716365547467e-06,50,power_spherical,False,False,1.9839993910863996e-05,0.0010522029302082955,0.0010444444487802684,1.7597909313718995e-05,,20.0,0.00553555600345;0.00553922588006;0.00553162675351;0.00552746886387;0.00552055193111,5,,,False,2.9121525585651398e-05,0.0024248049687594173,0.0024242495419457555,2.154274974491152e-05,0,True,False,5.0,3.3596239518374205e-05,0.005757984006777406,0.0055348076866939665,0.005530548514798284,0.00545813306234777,3.7154701342282004e-05,10
6.466230843216181e-06,0.00041804497595876455,0.00034184229653328656,0.00033905496820807457,0.0003337470116093755,7.613477070485977e-06,128,runtime,cpu,9,auto,vectorized,float32,,,spcauchy,8.488219464197755e-06,0.0004882229259237647,0.00042635694146156314,0.0004249410121701658,0.0004162000259384513,7.632201182272695e-06,10.0,custom_single_node,4.234723746776581e-06,0.00016745008062571287,0.00016634247731417418,3.56902610091385e-06,auto,,4.4476473703980446e-07,1.5613244380801915e-05,1.5296449419111013e-05,1.6703516708201582e-06,50,spcauchy_neighbor,False,False,6.56727934256196e-07,4.989105323329568e-05,4.939100472256541e-05,2.195344201817136e-06,,,0.000768715981394;0.000764605938457;0.000761742936447;0.000765128061175;0.00076253595762,5,4,0.3033370452904235,False,5.013280315324664e-06,0.00019340256322175265,0.0001913810265250504,5.51019852210538e-06,0,True,False,5.0,7.322028977796435e-06,0.0009062679018825293,0.0007681992379948496,0.0007648844621144235,0.0007522570667788386,1.3204554639237469e-05,10
5.934271030128002e-06,0.00036141101736575365,0.00034467781055718663,0.0003431675140745938,0.00033900095149874687,3.491303750742748e-06,128,runtime,cpu,17,auto,vectorized,float32,,,spcauchy,6.194692105054855e-06,0.0005856789648532867,0.00043840638361871244,0.00043626001570373774,0.0004307590425014496,1.1947674419382556e-05,10.0,custom_single_node,1.7036800272762775e-06,0.00017303490964695812,0.0001718355342745781,9.773952198574113e-06,auto,,3.630993887782097e-07,1.5738584101200103e-05,1.561403041705489e-05,8.740682360266126e-07,50,spcauchy_neighbor,False,False,4.1350722312927246e-07,5.293486127629876e-05,5.239399615675211e-05,3.326959513714796e-06,,,0.000782201997936;0.000782849965617;0.000781562994234;0.000781588954851;0.000783442053944,5,8,0.2,False,1.7680577002465725e-06,0.00019669802859425544,0.00019519950728863478,5.31448670776791e-06,0,True,False,5.0,4.010798875242472e-06,0.0009290589950978756,0.0007830841941758991,0.0007823295309208333,0.0007720600115135312,1.1856793769683586e-05,10
5.8051664382219315e-06,0.0006010520737618208,0.00036177005618810655,0.0003591420245356858,0.000354924937710166,1.635833688820851e-05,128,runtime,cpu,33,auto,vectorized,float32,,,spcauchy,5.973735824227333e-06,0.0004871329292654991,0.0004698867704719305,0.00046917295549064875,0.0004631140036508441,3.7997758297546508e-06,10.0,custom_single_node,1.760781742632389e-06,0.00018600183259695767,0.00018490198999643326,2.9632533160407793e-06,auto,,4.075118340551853e-07,1.5942389611154795e-05,1.575401984155178e-05,9.704868117121755e-07,50,spcauchy_neighbor,False,False,5.099282134324312e-07,6.0062438249588016e-05,5.981052527204156e-05,1.3759078069374437e-06,,,0.000831595971249;0.000830586999655;0.000828528078273;0.0008310880512;0.000829959986731,5,16,0.12078438912577213,False,1.911481376737356e-06,0.00020788011001423,0.00020696152932941914,2.6513433222457143e-06,0,True,False,5.0,4.417524905875325e-06,0.001066607073880732,0.000831656826660037,0.0008303345530293882,0.0008216589922085404,1.6435007030329838e-05,10
1.3896002201363444e-05,0.0004826020449399948,0.00039909833809360863,0.0003964014467783272,0.00038817909080535173,1.0861015042102314e-05,128,runtime,cpu,65,auto,compiled_horner_neighbor,float32,,,spcauchy,7.689610356464982e-06,0.0004773109685629606,0.0004362037614919245,0.00043583306251093745,0.0004277570405974984,5.990225438358117e-06,10.0,custom_single_node,1.2481468729674816e-06,0.00011077987123280764,0.00011019303929060698,2.326922380824719e-06,auto,,3.688910510390997e-07,2.0146364346146582e-05,2.001202665269375e-05,7.963298477878283e-07,50,spcauchy_neighbor,False,False,1.4507968444377184e-06,7.306051533669233e-05,7.260398706421256e-05,1.4874349200348232e-06,,,0.000855308957398;0.000829920987599;0.000827654032037;0.000828086980619;0.000828230986372,5,32,0.067878888070656,False,6.535265129059553e-06,0.00023221701057627797,0.00023000699002295732,4.777046505507093e-06,0,True,False,5.0,2.1399493562057614e-05,0.0009286820422858,0.0008353020995855332,0.0008292639977298677,0.0008185640908777714,1.450230404533777e-05,10
6.075453711673617e-06,0.0010234239744022489,0.00046147932717576623,0.0004575864877551794,0.00045188504736870527,3.657237873477264e-05,128,runtime,cpu,129,auto,compiled_horner_neighbor,float32,,,spcauchy,6.265705451369286e-06,0.0007592539768666029,0.0005132376020774245,0.0005105555173940957,0.0005024350248277187,2.1998916294919126e-05,10.0,custom_single_node,1.4714605640619993e-06,0.00011720139067620039,0.00011500803520902991,1.781341810650606e-05,auto,,3.5096309147775173e-07,2.1478377282619476e-05,2.1109473891556263e-05,3.0902073760980383e-06,50,spcauchy_neighbor,False,False,6.925256457179785e-07,0.00010033565619960428,9.964895434677601e-05,2.409600262440024e-06,,,0.000971875037067;0.000969263957813;0.000969114946201;0.000967458938248;0.000965734943748,5,64,0.03627957273179717,False,4.97081782668829e-06,0.0002742221779190004,0.0002727760002017021,4.942239844283475e-06,0,True,False,5.0,4.1447055991739035e-06,0.0017501909751445055,0.0009747169292531907,0.0009687659912742674,0.0009570950642228127,5.340685493431067e-05,10
6.95345806889236e-06,0.0008039389504119754,0.0005946687175892294,0.00058938650181517,0.0005798509810119867,1.879457777518517e-05,128,runtime,cpu,257,auto,compiled_horner_neighbor,float32,,,spcauchy,4.934787284582853e-06,0.0007849610410630703,0.0007520312932319939,0.0007500519859604537,0.0007418809691444039,7.808766032935154e-06,10.0,custom_single_node,1.6412814147770405e-06,0.0001436945232562721,0.00014289451064541936,2.9600339823043646e-06,auto,,5.077454261481762e-07,3.634064458310604e-05,3.616203321143985e-05,1.0408640669862326e-06,50,spcauchy_neighbor,False,False,2.5613990146666765e-06,0.00017527637351304293,0.00017415249021723866,2.3362485413779503e-06,,,0.00138452195097;0.00133601902053;0.00133376894519;0.00133534590714;0.00133534404449,5,128,0.018803638662160473,False,6.634334567934275e-06,0.0003967197518795729,0.0003953360137529671,6.306372806210784e-06,0,True,False,5.0,9.117939043790102e-06,0.0015703779645264149,0.0013467000108212232,0.0013373499969020486,0.0013274679658934474,2.4600151970789348e-05,10
6.091257091611624e-06,0.0016404790803790092,0.0006574408011510969,0.0006459014257416129,0.0006368180038407445,7.106124243471232e-05,128,runtime,cpu,513,auto,compiled_horner_neighbor,float32,,,spcauchy,1.2173433788120747e-05,0.0019096441101282835,0.0010421540387906135,0.0010290489881299436,0.001012295950204134,7.809520201151611e-05,10.0,custom_single_node,2.1852320060133934e-06,0.00016609498066827655,0.00016105204122141004,3.333757244681712e-05,auto,,4.412722773849964e-07,3.819920402020216e-05,3.7417514249682426e-05,8.316526723034502e-06,50,spcauchy_neighbor,False,False,5.166919436305761e-06,0.000290714256465435,0.0002880134270526469,1.3049103587284788e-05,,,0.00167649192736;0.00168112909887;0.0016750569921;0.00167267303914;0.00167331600096,5,256,0.009579423039710476,False,1.707844785414636e-05,0.0005471455976366996,0.0005390725564211607,4.466730616175328e-05,0,True,False,5.0,1.365947537124157e-05,0.002730911015532911,0.0016995948399417102,0.0016753499512560666,0.0016508380649611354,0.00012430515063865407,10
6.560236215591431e-06,0.0008511680644005537,0.0007299908078275621,0.0007263784646056592,0.0007150470046326518,1.584083228438414e-05,128,runtime,cpu,1025,auto,compiled_horner_neighbor,float32,,,spcauchy,7.874012226238847e-06,0.0017697319854050875,0.0015767718376591801,0.001573182933498174,0.001559401978738606,2.035440302727809e-05,10.0,custom_single_node,3.013818059116602e-06,0.0002010268750600517,0.0001997745712287724,3.965629199124956e-06,auto,,6.162154022604227e-07,3.977162064984441e-05,3.9467529859393835e-05,1.4838614963549347e-06,50,spcauchy_neighbor,False,False,6.387504981830716e-06,0.0005456570461392403,0.0005461715045385063,6.145850930265316e-06,,,0.00230560684577;0.00229549803771;0.00229571713135;0.00229968503118;0.00229571387172,5,512,0.0048357030175226,False,4.048779373988509e-06,0.0007903162958100438,0.000788166478741914,1.538754273616214e-05,0,True,False,5.0,1.1018826626241207e-05,0.002531321020796895,0.002306762645486742,0.002298322506248951,0.0022821809398010373,3.116757780458699e-05,10
1.1458672815933824e-05,0.001408036914654076,0.00103155214805156,0.0010245904559269547,0.0010103390086442232,3.290282619510153e-05,128,runtime,cpu,2049,auto,compiled_horner_neighbor,float32,,,spcauchy,2.0647072233259678e-05,0.00314095092471689,0.0027507427660748364,0.0027462345315143466,0.002709000022150576,3.242726312806624e-05,10.0,custom_single_node,4.236469976603985e-06,0.00029623237624764443,0.0002946349559351802,5.3533364624828685e-06,auto,,8.218630682677031e-07,4.4006912503391504e-05,4.364352207630873e-05,1.639768352437731e-06,50,spcauchy_neighbor,False,False,5.745474481955171e-06,0.0010412516738288104,0.0010380909661762416,1.0792375199569428e-05,,,0.0037866809871;0.00377489603125;0.00376782100648;0.00376338185742;0.00376578397118,5,1024,0.002429557586856336,False,1.749573857523501e-05,0.0013692518034949899,0.0013664985308423638,2.6349820210282913e-05,0,True,False,5.0,2.6852911105379462e-05,0.004357326892204583,0.0037822949141263964,0.003771537449210882,0.0037283230340108275,5.7489334692163495e-05,10
5.057576345279813e-05,0.0009160100016742945,0.0008642064328305423,0.000866210029926151,0.0008181720040738583,2.593389805500972e-05,1024,runtime,cuda,8,auto,triton,float32,,,spcauchy,8.102477295324206e-06,0.0007519739447161555,0.0006969709158875048,0.000695113034453243,0.000675637973472476,1.2415389071853262e-05,10.0,custom_single_node,4.963483661413193e-06,0.00018597913067787885,0.00018407095922157168,5.236829081754641e-06,auto,,6.869377102702856e-07,5.5871918331831695e-05,5.540245911106467e-05,1.5153391915808635e-06,50,spcauchy_direct,False,False,1.1664524208754301e-06,0.00010094135394319892,0.00010027398820966482,2.677361629367294e-06,444416,,0.00160625996068;0.0015599479666;0.001554516959;0.00155081506819;0.00155572697986,5,3,0.325227291513248,False,7.90695776231587e-06,0.0003541785129345953,0.00035151897463947535,7.1447068708196815e-06,0,True,False,5.0,5.594652611762285e-05,0.001636834000237286,0.0015611773487180472,0.0015605810331180692,0.0014996889512985945,3.2327774118487286e-05,10
3.875483525916934e-05,0.0009410260245203972,0.0008615013733506203,0.0008644809713587165,0.0008085060399025679,2.528528252448854e-05,1024,runtime,cuda,8,auto,triton,float32,,,spcauchy,6.252725142985582e-06,0.0012240450596436858,0.0008062271233648062,0.0008008659933693707,0.000781114911660552,4.215633066189345e-05,10.0,custom_single_node,2.5246699806302786e-06,0.0002952527794986963,0.00029030698351562023,3.853559374447584e-05,auto,,6.024492904543877e-07,5.574864614754915e-05,5.522998981177807e-05,2.818442563197637e-06,50,spcauchy_direct_fixed,False,False,8.437200449407101e-07,0.00010103099793195724,0.00010026647942140698,6.230927461499448e-06,445440,,0.00164688297082;0.00167101901025;0.00166796299163;0.00166644598357;0.00166431395337,5,3,0.325227291513248,False,7.217517122626305e-06,0.00035419469978660345,0.0003512214752845466,1.1878387957392837e-05,0,True,False,5.0,3.980021574534476e-05,0.002050554030574858,0.0016677284967154264,0.0016665570437908173,0.001604566932655871,4.885245825416553e-05,10
4.2449741158634424e-05,0.0010434100404381752,0.0008621926209889352,0.0008651664829812944,0.0008191349916160107,2.8397378023649146e-05,1024,runtime,cuda,8,auto,,float32,,,spcauchy,7.144990377128124e-06,0.0011616949923336506,0.0006813661102205515,0.0006693699979223311,0.0006504069315269589,7.178606449447261e-05,10.0,custom_single_node,1.562526449561119e-06,0.0001721219103783369,0.00015945755876600742,6.967950485947577e-05,auto,triton,6.247719284147024e-07,5.5061955470591786e-05,5.465804133564234e-05,1.6840351257286778e-06,50,spcauchy_laplace,False,False,9.082432370632887e-07,0.00010129788657650351,0.00010035844752565026,9.691445743497616e-06,446464,,0.00153298990335;0.00153539096937;0.00153372995555;0.0015340220416;0.00153450493235,5,,0.325227291513248,False,6.14894088357687e-06,0.0003528843577951193,0.00035078549990430474,8.360067974128674e-06,0,True,False,5.0,4.469245322979987e-05,0.0020596589893102646,0.0015435587312094866,0.001533998001832515,0.0014799090567976236,7.820525368363978e-05,10
1.500404323451221e-05,0.0011223270557820797,0.0010376807139255107,0.0010369110386818647,0.0009657880291342735,2.179776000845964e-05,1024,runtime,cuda,8,auto,horner_reference,float32,,,spcauchy,6.7400396801531315e-06,0.0012060189619660378,0.0008002790929749608,0.000794744526501745,0.0007693460211157799,5.180230185859652e-05,10.0,reference_term_graph,2.9137299861758947e-06,0.0002910737693309784,0.0002900820691138506,5.413331090729005e-06,auto,,6.975024007260799e-07,5.0634431187063454e-05,4.994054324924946e-05,2.867233179009955e-06,50,spcauchy_direct_autograd,False,False,1.205917214974761e-06,0.00010116066830232739,0.000100196513812989,3.4811379624021444e-06,446464,,0.00183266296517;0.00183108309284;0.00183001800906;0.00183110998478;0.00183193490375,5,3,0.325227291513248,False,7.544062100350857e-06,0.00035741022415459154,0.00034994003362953663,5.1574540731488805e-05,0,True,False,5.0,1.945698750205338e-05,0.002255817991681397,0.0018379598069004715,0.0018315994529984891,0.001756433048285544,5.513350841022129e-05,10
6.91959576215595e-05,0.006270114914514124,0.005105124451220035,0.005076342495158315,0.004979538032785058,0.00013259201748036102,1024,runtime,cuda,8,auto,,float32,,,vmf,1.6462261555716395e-05,0.004810089012607932,0.0041761697963811455,0.004148842999711633,0.004119821940548718,0.00010840562826412649,10.0,native,9.410519851371646e-06,0.0020071477121673524,0.0019985560211353004,4.789719402922278e-05,auto,,5.814945325255394e-07,5.157778784632683e-05,5.1030481699854136e-05,3.7058268102310657e-06,50,vmf_official,False,False,9.636569302529097e-07,0.00010225291782990099,0.00010103953536599874,4.606738472508891e-06,927744,,0.00921790860593;0.0092180268839;0.00926138926297;0.00922382064164;0.00921205524355,5,,,False,9.173090802505612e-06,0.0020151913785375654,0.0019978079944849014,8.10446488647834e-05,0,True,False,5.0,7.674630614928901e-05,0.010595900937914848,0.009281294247601182,0.009225504996720701,0.00912724994122982,0.00021043199658355612,10
7.587121217511594e-05,0.0035575459478423,0.0032710066153667865,0.0032563050044700503,0.0032004870008677244,5.528918127068219e-05,1024,runtime,cuda,8,auto,,float32,,,vmf,2.3564789444208145e-05,0.005062190000899136,0.0043878029771149156,0.004354284435976297,0.004320463049225509,0.0001218958086594875,10.0,native,8.69319774210453e-06,0.0022265268224291503,0.0021981839672662318,0.00010596721933306904,auto,,5.502370186150074e-07,4.939278261736035e-05,4.918599734082818e-05,1.2233540922847394e-06,50,vmf_robust,False,False,1.044943928718567e-06,0.00010091655328869819,9.920453885570168e-05,8.494909467399892e-06,3051008,,0.00763439992443;0.00761681096628;0.00762103591114;0.00759734585881;0.00763090979308,5,,,False,1.62537326104939e-05,0.002010966818779707,0.002005820977501571,4.775994433466281e-05,0,True,False,5.0,7.200290565378964e-05,0.008471049019135535,0.0076588095924817025,0.007621807511895895,0.007532360963523388,0.0001369217875136689,10
3.0127499485388398e-05,0.0016198509838432074,0.0013074016906321048,0.0012993314885534346,0.0012650969438254833,3.348925976875482e-05,1024,runtime,cuda,8,auto,,float32,,,powerspherical,5.3310650400817394e-06,0.0015515629202127457,0.0011206166669726371,0.001110322482418269,0.0010976250050589442,6.151027338289282e-05,10.0,native,7.5470597948879e-06,0.0002687834273092449,0.00025974749587476254,5.390822868216296e-05,auto,,6.024783942848444e-07,4.9800054635852575e-05,4.916702164337039e-05,2.6406208345092664e-06,50,power_spherical,False,False,2.124288585036993e-06,0.00010125050041824579,0.00010074098827317357,3.245188621318135e-06,460288,20.0,0.00240831100382;0.00240739108995;0.0024130709935;0.00241476902738;0.00241388799623,5,,,False,8.465285645797849e-06,0.0007007826846092939,0.0006996209849603474,2.795370724672207e-05,0,True,False,5.0,3.1345407478511333e-05,0.0028400130104273558,0.002428018357604742,0.0024114485131576657,0.002373951021581888,6.914248175294554e-05,10
3.878751886077225e-05,0.0009281450184062123,0.0008607055679894983,0.0008646614733152092,0.0008197280112653971,2.4067619161203433e-05,1024,runtime,cuda,16,auto,triton,float32,,,spcauchy,7.420312613248825e-06,0.0012004459276795387,0.000717675132676959,0.0006978105520829558,0.0006791790947318077,9.584110257787701e-05,10.0,custom_single_node,1.8846767488867044e-06,0.00020638964232057332,0.0001848325482569635,9.459642152735046e-05,auto,,6.676709745079279e-07,5.5611563380807636e-05,5.5119453463703394e-05,3.285896714288163e-06,50,spcauchy_direct,False,False,9.142386261373758e-07,0.00010115900775417686,0.00010067096445709467,2.4383017176860046e-06,840704,,0.00156030606013;0.00155912293121;0.00156344997231;0.00156311399769;0.00156575499568,5,7,0.20871215252208,False,6.3242914620786905e-06,0.0003545149192214012,0.0003530859830789268,5.3171060395742645e-06,0,True,False,5.0,4.086844273842871e-05,0.0020624889293685555,0.0015783807006664575,0.0015626034582965076,0.0015069710789248347,9.771766755238975e-05,10
