abs_error,batch_size,benchmark,device,dim,direct_backend,dtype,error_message,eval_time_s,failure_type,family,kappa,kl_value,method,quadrature_nodes,reference_error_message,reference_failure_type,reference_method,reference_nodes,reference_source,reference_success,reference_value,rel_error,rho,seed,series_k_terms,success
9.204931110673442e-07,,accuracy,cpu,4,auto,float64,,0.0001625119475647807,,spcauchy,,20.14232524989855,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,20.142326170391662,4.569944420920106e-08,0.999,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005715569714084268,,spcauchy,,0.0,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,0.0,0.0,0.0,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005639879964292049,,spcauchy,,0.0,neighbor,400,,,direct_float64_vectorized,4096,direct_certified,True,0.0,0.0,0.0,0,,True
5.757026041578947e-06,,accuracy,cpu,5,auto,float64,,0.00015901599545031786,,spcauchy,,5.757026041578947e-06,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,0.0,5757026.041578948,0.0,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005760519998148084,,spcauchy,,0.0006400182870350204,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,0.0006400182870350204,0.0,0.01,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005696199950762093,,spcauchy,,0.0006400182870350204,neighbor,400,,,direct_float64_vectorized,4096,direct_certified,True,0.0006400182870350204,0.0,0.01,0,,True
6.42712759649297e-05,,accuracy,cpu,5,auto,float64,,0.00015883898595348,,spcauchy,,0.0005757470110700907,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,0.0006400182870350204,0.10042099931656001,0.01,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005584909813478589,,spcauchy,,0.06418418783239596,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,0.06418418783239596,0.0,0.1,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005879949894733727,,spcauchy,,0.06418418783239596,neighbor,400,,,direct_float64_vectorized,4096,direct_certified,True,0.06418418783239596,0.0,0.1,0,,True
0.006169350084966968,,accuracy,cpu,5,auto,float64,,0.0001845560036599636,,spcauchy,,0.05801483774742899,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,0.06418418783239596,0.09611946950356338,0.1,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005577900446951389,,spcauchy,,0.40748130108026576,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,0.40748130108026576,0.0,0.25,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.000598487036768347,,spcauchy,,0.40748130108026576,neighbor,400,,,direct_float64_vectorized,4096,direct_certified,True,0.40748130108026576,0.0,0.25,0,,True
0.031007466669042028,,accuracy,cpu,5,auto,float64,,0.00016445398796349764,,spcauchy,,0.37647383441122373,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,0.40748130108026576,0.07609543453120116,0.25,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005838130018673837,,spcauchy,,1.7398045790676822,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,1.7398045790676822,0.0,0.5,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005770910065621138,,spcauchy,,1.7398045790676822,neighbor,400,,,direct_float64_vectorized,4096,direct_certified,True,1.7398045790676822,0.0,0.5,0,,True
0.05537863510359298,,accuracy,cpu,5,auto,float64,,0.00015716097550466657,,spcauchy,,1.6844259439640892,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,1.7398045790676822,0.031830376681310384,0.5,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005665970384143293,,spcauchy,,4.599894728038221,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,4.599894728038221,0.0,0.75,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0005799210048280656,,spcauchy,,4.599894728038221,neighbor,400,,,direct_float64_vectorized,4096,direct_certified,True,4.599894728038221,0.0,0.75,0,,True
0.02481425837049045,,accuracy,cpu,5,auto,float64,,0.00016045698430389166,,spcauchy,,4.57508046966773,laplace,400,,,direct_float64_vectorized,4096,direct_certified,True,4.599894728038221,0.0053945274484734395,0.75,0,,True
0.0,,accuracy,cpu,5,auto,float64,,0.0004182150005362928,,spcauchy,,8.466160257719347,direct,400,,,direct_float64_vectorized,4096,direct_certified,True,8.466160257719347,0.0,0.9,0,,True
