best_post_warmup_gap_reconstruction_nll,candidate,final_five_epoch_median_gap_reconstruction_nll,healthy,official_test_accessed,post_warmup_stability_tolerance,run_dir,selected_epoch,validation_cross_gap_distance_spearman,validation_distance_spearman,validation_gap_pixel_mse,validation_gap_reconstruction_nll,validation_interpolation_interior_mse,validation_kl_mean_last_epoch,validation_observed_reconstruction_nll,validation_pose_gap_mean_error_degrees,validation_reconstruction_nll,validation_rho_median_last_epoch,warmup_start_gap_reconstruction_nll,check_finite_completed,check_gap_not_catastrophic,check_kl_above_collapse_threshold,check_median_rho_not_pinned,check_pose_recoverable,check_positive_distance_alignment,check_reconstruction_improves_after_warmup
195.95144662680448,baseline_b050_w20_s020,199.7711022288711,True,False,0.05,experiments/smallnorb/search/baseline_b050_w20_s020/spcauchy/seed_0,19,-0.1912306806438657,0.003720073818450944,0.003818620903163079,195.5133902832314,0.00941249002180821,55.43569915795032,177.2823344366891,150.66180722625168,181.33368018036518,0.8398176431655884,371.83522120581733,True,True,True,True,False,True,True
265.6979576923229,deep_cnn_b025_w30_s020,271.47288330396015,True,False,0.05,experiments/smallnorb/search/deep_cnn_b025_w30_s020/spcauchy/seed_0,35,-0.2361836617351104,-0.00653640261578536,0.0051894132384741505,265.6979576923229,0.009654063206970157,66.67444156678125,230.1449438862069,152.48952697118122,238.04561362089933,0.8894025683403015,518.5517748514811,True,True,True,True,False,False,True
170.58531468002886,lower_beta_slow_lr_b025_w30_s020,173.46130066977608,True,False,0.05,experiments/smallnorb/search/lower_beta_slow_lr_b025_w30_s020/spcauchy/seed_0,29,-0.16960363662070513,0.0038599358575255225,0.003321924234155126,170.08252071627865,0.00983576127872328,73.953466219176,154.3873650803137,153.36811925393565,157.87517744386147,0.9098318815231323,469.47777201334634,True,True,True,True,False,True,True
175.7175867292616,slower_lr_b050_w30_s020,178.81055867936877,True,False,0.05,experiments/smallnorb/search/slower_lr_b050_w30_s020/spcauchy/seed_0,23,-0.17186834239666215,0.006335442258317424,0.0033983373434037074,173.99487198370474,0.009758678641972236,58.55844419816884,156.6070694045415,153.22289935482874,160.47102553324444,0.8581271469593048,458.91461417586714,True,True,True,True,False,True,True
224.31797222561306,stronger_beta_b100_w20_s020,231.28315310831422,True,False,0.05,experiments/smallnorb/search/stronger_beta_b100_w20_s020/spcauchy/seed_0,23,-0.2203762176642383,-0.01640732509061032,0.004381210394462364,224.31797222561306,0.009340574374019289,40.45071227893908,198.98831374405552,151.7892374391909,204.6171267399572,0.7564806640148163,412.1143141463951,True,True,True,True,False,False,True
